url,type
http://www.designeremdoces.com/components/com_contact/ggdrives/,phishing
roverslands.net,phishing
corporacionrossenditotours.com,phishing
http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/,phishing
detkreimeier-fotografie.de,phishing
info-pages.000webhostapp.com,phishing
myptccash.com,phishing
citiprepaid-salarysea-at.tk,phishing
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,phishing
appieid-enable.com,phishing
autopostoajax.com.br,phishing
muhanovabeauty.ru,phishing
rcarpe95.beget.tech,phishing
http://fb.com.accounts.login.userid.343441.fbsbk.com/,phishing
titaniumcorporate.co.za,phishing
sydsarthaus.com,phishing
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,phishing
afugowe.com,phishing
ammmmazonm.temp.swtest.ru,phishing
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,phishing
http://pastehtml.com/view/b2i243gkw.html,phishing
info-online-account.net,phishing
http://www.ksra.ca/form/use/verify/form1.html,phishing
nihahaw5.beget.tech,phishing
waterviewdistillery.com,phishing
prodenk-sanierung.de,phishing
smarticullties.com,phishing
checkstorenow.ml,phishing
diego-fc.com,phishing
idservicetelsmsmmssfr.000webhostapp.com,phishing
bursakombiservisi.web.tr,phishing
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,phishing
starpacintl.com,phishing
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html,phishing
inobediencetohim.com.au,phishing
http://habbomoedasgeraa.blogspot.com/,phishing
sixgoody.com,phishing
account-security-centre20181712.000webhostapp.com,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/,phishing
scr-paypal.co.uk,phishing
toctok.com.mx,phishing
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/,phishing
http://pastehtml.com/view/bfzi0ah2a.html,phishing
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==,phishing
facebook.jolims.tk,phishing
contatocliente-sac.com.br,phishing
http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php,phishing
holographiccocoon.com,phishing
emergencybriefing.info,phishing
wisdomhomeloans.com.au,phishing
peregrine.igg.biz,phishing
insidelocation.ga,phishing
newyors.com,phishing
http://us.diablo.net.login.xml.sc-ueo.in/login.html,phishing
gojukarate.biz,phishing
prosdyuqnsdwxm.intend-incredible.ru,phishing
oregoncraftsmanllc.com,phishing
http://skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html,phishing
http://creditmaster.eu/7416077659/241250503/,phishing
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/178bccdcc72168f6eaeec8c4b3b336fe/,phishing
servericer.wellsfarg0t.com.aquisites.net,phishing
sitedefesta.com,phishing
yikesprospho.com.gridhosted.co.uk,phishing
http://pastehtml.com/view/bfza8l1z0.html,phishing
jmdphysiotronic.in,phishing
copcusco.ml,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.srv-woa1.com/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/,phishing
http://www.jjscdc.cn/adfile/login.html?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing
jetztgezahlt.xyz,phishing
desayembrqvxvvegpzvs.littlematchagirl.com.au,phishing
acacacukserver.000webhostapp.com,phishing
smolmaw5.beget.tech,phishing
nsbaoan.com,phishing
http://netvanduc.vn/components/com_contact/views/contact/frm.htm,phishing
shortletnigeria.ng,phishing
morinyog.usa.cc,phishing
demaingroup.com,phishing
apnavarsa.com,phishing
eec-courier.com,phishing
grandhyattbahamar.org,phishing
matisslima.com,phishing
http://www.svssonline.com/ragamfashion.com/_DEMO_File/colorpicker/css/.press/dropbox/dropbox/dropbox/dropbox/dropbox/,phishing
mysqatendimentov3.uni5.net,phishing
debbiewoodsyoga.com,phishing
malerei-roli.at,phishing
http://us.battle.net.d3.loginwowow.com/login/en/,phishing
newdamianamiaiua.it,phishing
fcnmbnig.com,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.srv-woa1.co.uk/identify-customer=UPCreyG36Qn8Z7WQ2ofJ6M1HK9ol1muCOea3VBR3aNABrv1ucJrQE0gESUul0OghVNpvy64Cm75VlRGEKfx8rPqf2DyByqVk6KXO/,phishing
totallykidz.in,phishing
